,name,ModelNumber,ecc_Compatability,wattage
449,MSI MAG B550M MORTAR WIFI,1871.0,True,85.0
450,Asus PRIME A320M-K,5666.0,False,65.0
451,Gigabyte B365M DS3H,1866.0,True,115.0
452,Asus PRIME B460M-A,1861.0,True,115.0
453,Gigabyte X570 I AORUS PRO WIFI,5641.0,False,65.0
454,Gigabyte Z490 VISION G,1856.0,True,99.0
455,MSI MPG X570 GAMING EDGE WIFI,5891.0,False,19.0
456,Gigabyte B550 AORUS ELITE AX V2,5901.0,False,100.0
457,Asus ROG STRIX B550-E GAMING,1851.0,False,115.0
458,MSI B460M PRO-VDH WIFI,5896.0,False,100.0
459,ASRock B450M-HDV R4.0,1846.0,False,115.0
460,Asus TUF GAMING B550-PLUS (WI-FI),6111.0,False,15.0
461,MSI B450 Gaming Plus MAX,1841.0,False,115.0
462,ASRock B560M Pro4,6021.0,False,25.0
463,Asus TUF GAMING B550-PLUS,1836.0,True,140.0
464,Asus ROG Crosshair VIII Formula,8956.0,False,35.0
465,ASRock B550 Phantom Gaming 4,1561.0,True,140.0
466,Asus PRIME Z490-P,5886.0,False,35.0
467,MSI MPG X570 GAMING PRO CARBON WIFI,8331.0,False,35.0
468,Asus TUF GAMING B550M-PLUS (WI-FI),1831.0,True,115.0
469,ASRock B560M-HDV,5881.0,False,20.0
470,Asus PRIME B560-PLUS,5976.0,False,65.0
471,Gigabyte X570 AORUS ELITE,1556.0,True,115.0
472,Gigabyte B550 VISION D-P,8326.0,False,35.0
473,MSI A320M-A PRO,8206.0,False,35.0
474,MSI MPG X570 GAMING PLUS,6096.0,False,25.0
475,Gigabyte Z390 AORUS PRO WIFI,1551.0,True,115.0
476,MSI MEG X570 UNIFY,1546.0,True,115.0
477,ASRock B450 Pro4,5836.0,False,25.0
478,Gigabyte TRX40 AORUS XTREME,8201.0,False,15.0
479,Gigabyte B550 AORUS PRO AC,1826.0,True,85.0
480,Gigabyte B450 AORUS M,5831.0,False,25.0
481,ASRock B450M Steel Legend,8211.0,False,35.0
482,Gigabyte B560M DS3H,1541.0,True,115.0
483,ASRock A320M-HDV R4.0,5911.0,False,25.0
484,Gigabyte X570 AORUS XTREME,1821.0,True,115.0
485,MSI B450-A PRO MAX,5906.0,False,25.0
486,MSI B450 GAMING PRO CARBON MAX WIFI,1816.0,False,115.0
487,ASRock B550M-ITX/ac,5951.0,False,65.0
488,Asus ROG STRIX Z590-A GAMING WIFI,5966.0,False,65.0
489,Asus ROG STRIX B560-A GAMING WIFI,5871.0,False,15.0
490,Asus TUF GAMING B450M-PLUS II,1811.0,False,115.0
491,MSI B560M PRO-VDH WIFI,5866.0,False,15.0
492,Asus ROG Crosshair VIII Hero,1806.0,False,115.0
493,MSI MPG B550 GAMING CARBON WIFI,5876.0,False,15.0
494,NZXT N7 B550,1801.0,True,140.0
495,Asus ROG Strix X570-F Gaming,1536.0,True,115.0
496,MSI Z590-A PRO,1531.0,True,85.0
497,MSI B450 TOMAHAWK MAX II,1526.0,False,115.0
498,Asus PRIME B550M-A (WI-FI),1521.0,False,85.0
499,MSI X470 GAMING PLUS MAX,6011.0,False,65.0
500,Asus TUF GAMING X570-PLUS (WI-FI),1516.0,False,95.0
501,MSI B450 TOMAHAWK MAX,1511.0,False,65.0
502,Asus ROG STRIX B550-F GAMING (WI-FI),1506.0,False,40.0
503,MSI MAG B550 TOMAHAWK,1501.0,False,95.0
504,ASRock B450M Pro4,1496.0,False,95.0
505,MSI Z490-A PRO,1491.0,False,65.0
506,Asus ROG STRIX B550-A GAMING,5971.0,False,10.0
507,MSI B550-A PRO,5861.0,False,3.95
508,Asus ROG Strix X570-E Gaming,1486.0,False,35.0
509,Gigabyte B450M DS3H V2,1796.0,False,95.0
510,MSI MPG Z490 GAMING PLUS,5856.0,False,10.0
511,Asus ROG STRIX B450-F GAMING,1791.0,False,95.0
512,MSI B550M PRO-VDH WIFI,1786.0,False,65.0
513,MSI MAG X570 TOMAHAWK WIFI,5851.0,False,15.0
514,Asus ROG Crosshair VIII Dark Hero,1781.0,False,65.0
515,Gigabyte B460M DS3H,5846.0,False,9.0
516,MSI MPG Z490 GAMING EDGE WIFI,1776.0,False,35.0
517,Gigabyte B450 I AORUS PRO WIFI,5841.0,False,9.0
518,MSI MPG B550 GAMING EDGE WIFI,1771.0,False,95.0
519,Asus ROG STRIX Z490-E GAMING,1766.0,False,95.0
520,Asus ROG STRIX B550-F GAMING,6016.0,False,65.0
521,Asus ROG STRIX Z590-E GAMING WIFI,1761.0,False,95.0
522,Asus ROG Strix X570-I Gaming,1756.0,False,65.0
523,Asus PRIME B560M-A,1751.0,False,65.0
524,Asus ROG ZENITH II EXTREME ALPHA,1746.0,False,95.0
525,MSI MPG B550 GAMING PLUS,1741.0,False,65.0
526,Gigabyte X570 AORUS ELITE WIFI,1736.0,False,65.0
527,ASRock B450 Steel Legend,1731.0,False,45.0
528,Asus PRIME Z390-A,1726.0,False,25.0
529,Asus PRIME Z490-A,1721.0,False,65.0
530,Asus PRIME B460-PLUS,1716.0,False,45.0
531,Gigabyte B550M DS3H,1266.0,False,25.0
532,Gigabyte B450 AORUS ELITE V2,1711.0,False,45.0
533,Gigabyte B550I AORUS PRO AX,5656.0,False,22.0
534,Asus ROG STRIX B450-F GAMING II,1706.0,False,35.0
535,Asus PRIME X570-PRO,1701.0,False,31.0
536,Gigabyte X570 AORUS MASTER,1696.0,False,31.0
537,Asus ROG Crosshair VIII Hero (WI-FI),1921.0,False,31.0
538,MSI Z390-A PRO,1216.0,False,65.0
539,Asus PRIME H410M-E,1216.0,False,65.0
540,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
541,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
542,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
543,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
544,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
545,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
546,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
547,ASRock B550M Pro4,1216.0,False,65.0
548,MSI B450M PRO-VDH MAX,1216.0,False,65.0
549,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
550,Asus PRIME A320M-K,1216.0,False,65.0
551,Gigabyte B365M DS3H,1216.0,False,65.0
552,Asus PRIME B460M-A,1216.0,False,65.0
553,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
554,Gigabyte Z490 VISION G,1216.0,False,65.0
555,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
556,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
557,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
558,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
559,ASRock B450M-HDV R4.0,1216.0,False,65.0
560,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
561,MSI B450 Gaming Plus MAX,1216.0,False,65.0
562,ASRock B560M Pro4,1216.0,False,65.0
563,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
564,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
565,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
566,Asus PRIME Z490-P,1216.0,False,65.0
567,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
568,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
569,ASRock B560M-HDV,1216.0,False,65.0
570,Asus PRIME B560-PLUS,1216.0,False,65.0
571,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
572,Gigabyte B550 VISION D-P,1216.0,False,65.0
573,MSI A320M-A PRO,1216.0,False,65.0
574,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
575,Gigabyte Z390 AORUS PRO WIFI,1216.0,False,65.0
576,MSI MEG X570 UNIFY,1216.0,False,65.0
577,ASRock B450 Pro4,1216.0,False,65.0
578,Gigabyte TRX40 AORUS XTREME,1216.0,False,65.0
579,Gigabyte B550 AORUS PRO AC,1216.0,False,65.0
580,Gigabyte B450 AORUS M,1216.0,False,65.0
581,ASRock B450M Steel Legend,1216.0,False,65.0
582,Gigabyte B560M DS3H,1216.0,False,65.0
583,ASRock A320M-HDV R4.0,1216.0,False,65.0
584,Gigabyte X570 AORUS XTREME,1216.0,False,65.0
585,MSI B450-A PRO MAX,1216.0,False,65.0
586,MSI B450 GAMING PRO CARBON MAX WIFI,1216.0,False,65.0
587,ASRock B550M-ITX/ac,1216.0,False,65.0
588,Asus ROG STRIX Z590-A GAMING WIFI,1216.0,False,65.0
589,Asus ROG STRIX B560-A GAMING WIFI,1216.0,False,65.0
590,Asus TUF GAMING B450M-PLUS II,1216.0,False,65.0
591,MSI B560M PRO-VDH WIFI,1216.0,False,65.0
592,Asus ROG Crosshair VIII Hero,1216.0,False,65.0
593,MSI MPG B550 GAMING CARBON WIFI,1216.0,False,65.0
594,NZXT N7 B550,1216.0,False,65.0
595,Asus ROG Strix X570-F Gaming,1216.0,False,65.0
596,MSI Z590-A PRO,1216.0,False,65.0
597,MSI B450 TOMAHAWK MAX II,1216.0,False,65.0
598,Asus PRIME B550M-A (WI-FI),1216.0,False,65.0
599,MSI X470 GAMING PLUS MAX,1216.0,False,65.0
600,Asus TUF GAMING X570-PLUS (WI-FI),1216.0,False,65.0
601,MSI B450 TOMAHAWK MAX,1216.0,False,65.0
602,Asus ROG STRIX B550-F GAMING (WI-FI),1216.0,False,65.0
603,MSI MAG B550 TOMAHAWK,1216.0,False,65.0
604,ASRock B450M Pro4,1216.0,False,65.0
605,MSI Z490-A PRO,1216.0,False,65.0
606,Asus ROG STRIX B550-A GAMING,1216.0,False,65.0
607,MSI B550-A PRO,1216.0,False,65.0
608,Asus ROG Strix X570-E Gaming,1216.0,False,65.0
609,Gigabyte B450M DS3H V2,1216.0,False,65.0
610,MSI MPG Z490 GAMING PLUS,1216.0,False,65.0
611,Asus ROG STRIX B450-F GAMING,1216.0,False,65.0
612,MSI B550M PRO-VDH WIFI,1216.0,False,65.0
613,MSI MAG X570 TOMAHAWK WIFI,1216.0,False,65.0
614,Asus ROG Crosshair VIII Dark Hero,1216.0,False,65.0
615,Gigabyte B460M DS3H,1216.0,False,65.0
616,MSI MPG Z490 GAMING EDGE WIFI,1216.0,False,65.0
617,Gigabyte B450 I AORUS PRO WIFI,1216.0,False,65.0
618,MSI MPG B550 GAMING EDGE WIFI,1216.0,False,65.0
619,Asus ROG STRIX Z490-E GAMING,1216.0,False,65.0
620,Asus ROG STRIX B550-F GAMING,1216.0,False,65.0
621,Asus ROG STRIX Z590-E GAMING WIFI,1216.0,False,65.0
622,Asus ROG Strix X570-I Gaming,1216.0,False,65.0
623,Asus PRIME B560M-A,1216.0,False,65.0
624,Asus ROG ZENITH II EXTREME ALPHA,1216.0,False,65.0
625,MSI MPG B550 GAMING PLUS,1216.0,False,65.0
626,Gigabyte X570 AORUS ELITE WIFI,1216.0,False,65.0
627,ASRock B450 Steel Legend,1216.0,False,65.0
628,Asus PRIME Z390-A,1216.0,False,65.0
629,Asus PRIME Z490-A,1216.0,False,65.0
630,Asus PRIME B460-PLUS,1216.0,False,65.0
631,Gigabyte B550M DS3H,1216.0,False,65.0
632,Gigabyte B450 AORUS ELITE V2,1216.0,False,65.0
633,Gigabyte B550I AORUS PRO AX,1216.0,False,65.0
634,Asus ROG STRIX B450-F GAMING II,1216.0,False,65.0
635,Asus PRIME X570-PRO,1216.0,False,65.0
636,Gigabyte X570 AORUS MASTER,1216.0,False,65.0
637,Asus ROG Crosshair VIII Hero (WI-FI),1216.0,False,65.0
638,MSI Z390-A PRO,1216.0,False,65.0
639,Asus PRIME H410M-E,1216.0,False,65.0
640,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
641,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
642,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
643,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
644,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
645,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
646,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
647,ASRock B550M Pro4,1216.0,False,65.0
648,MSI B450M PRO-VDH MAX,1216.0,False,65.0
649,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
650,Asus PRIME A320M-K,1216.0,False,65.0
651,Gigabyte B365M DS3H,1216.0,False,65.0
652,Asus PRIME B460M-A,1216.0,False,65.0
653,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
654,Gigabyte Z490 VISION G,1216.0,False,65.0
655,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
656,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
657,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
658,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
659,ASRock B450M-HDV R4.0,1216.0,False,65.0
660,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
661,MSI B450 Gaming Plus MAX,1216.0,False,65.0
662,ASRock B560M Pro4,1216.0,False,65.0
663,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
664,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
665,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
666,Asus PRIME Z490-P,1216.0,False,65.0
667,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
668,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
669,ASRock B560M-HDV,1216.0,False,65.0
670,Asus PRIME B560-PLUS,1216.0,False,65.0
671,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
672,Gigabyte B550 VISION D-P,1216.0,False,65.0
673,MSI A320M-A PRO,1216.0,False,65.0
674,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
675,Gigabyte Z390 AORUS PRO WIFI,1216.0,False,65.0
676,MSI MEG X570 UNIFY,1216.0,False,65.0
677,ASRock B450 Pro4,1216.0,False,65.0
678,Gigabyte TRX40 AORUS XTREME,1216.0,False,65.0
679,Gigabyte B550 AORUS PRO AC,1216.0,False,65.0
680,Gigabyte B450 AORUS M,1216.0,False,65.0
681,ASRock B450M Steel Legend,1216.0,False,65.0
682,Gigabyte B560M DS3H,1216.0,False,65.0
683,ASRock A320M-HDV R4.0,1216.0,False,65.0
684,Gigabyte X570 AORUS XTREME,1216.0,False,65.0
685,MSI B450-A PRO MAX,1216.0,False,65.0
686,MSI B450 GAMING PRO CARBON MAX WIFI,1216.0,False,65.0
687,ASRock B550M-ITX/ac,1216.0,False,65.0
688,Asus ROG STRIX Z590-A GAMING WIFI,1216.0,False,65.0
689,Asus ROG STRIX B560-A GAMING WIFI,1216.0,False,65.0
690,Asus TUF GAMING B450M-PLUS II,1216.0,False,65.0
691,MSI B560M PRO-VDH WIFI,1216.0,False,65.0
692,Asus ROG Crosshair VIII Hero,1216.0,False,65.0
693,MSI MPG B550 GAMING CARBON WIFI,1216.0,False,65.0
694,NZXT N7 B550,1216.0,False,65.0
695,Asus ROG Strix X570-F Gaming,1216.0,False,65.0
696,MSI Z590-A PRO,1216.0,False,65.0
697,MSI B450 TOMAHAWK MAX II,1216.0,False,65.0
698,Asus PRIME B550M-A (WI-FI),1216.0,False,65.0
699,MSI X470 GAMING PLUS MAX,1216.0,False,65.0
700,Asus TUF GAMING X570-PLUS (WI-FI),1216.0,False,65.0
701,MSI B450 TOMAHAWK MAX,1216.0,False,65.0
702,Asus ROG STRIX B550-F GAMING (WI-FI),1216.0,False,65.0
703,MSI MAG B550 TOMAHAWK,1216.0,False,65.0
704,ASRock B450M Pro4,1216.0,False,65.0
705,MSI Z490-A PRO,1216.0,False,65.0
706,Asus ROG STRIX B550-A GAMING,1216.0,False,65.0
707,MSI B550-A PRO,1216.0,False,65.0
708,Asus ROG Strix X570-E Gaming,1216.0,False,65.0
709,Gigabyte B450M DS3H V2,1216.0,False,65.0
710,MSI MPG Z490 GAMING PLUS,1216.0,False,65.0
711,Asus ROG STRIX B450-F GAMING,1216.0,False,65.0
712,MSI B550M PRO-VDH WIFI,1216.0,False,65.0
713,MSI MAG X570 TOMAHAWK WIFI,1216.0,False,65.0
714,Asus ROG Crosshair VIII Dark Hero,1216.0,False,65.0
715,Gigabyte B460M DS3H,1216.0,False,65.0
716,MSI MPG Z490 GAMING EDGE WIFI,1216.0,False,65.0
717,Gigabyte B450 I AORUS PRO WIFI,1216.0,False,65.0
718,MSI MPG B550 GAMING EDGE WIFI,1216.0,False,65.0
719,Asus ROG STRIX Z490-E GAMING,1216.0,False,65.0
720,Asus ROG STRIX B550-F GAMING,1216.0,False,65.0
721,Asus ROG STRIX Z590-E GAMING WIFI,1216.0,False,65.0
722,Asus ROG Strix X570-I Gaming,1216.0,False,65.0
723,Asus PRIME B560M-A,1216.0,False,65.0
724,Asus ROG ZENITH II EXTREME ALPHA,1216.0,False,65.0
725,MSI MPG B550 GAMING PLUS,1216.0,False,65.0
726,Gigabyte X570 AORUS ELITE WIFI,1216.0,False,65.0
727,ASRock B450 Steel Legend,1216.0,False,65.0
728,Asus PRIME Z390-A,1216.0,False,65.0
729,Asus PRIME Z490-A,1216.0,False,65.0
730,Asus PRIME B460-PLUS,1216.0,False,65.0
731,Gigabyte B550M DS3H,1216.0,False,65.0
732,Gigabyte B450 AORUS ELITE V2,1216.0,False,65.0
733,Gigabyte B550I AORUS PRO AX,1216.0,False,65.0
734,Asus ROG STRIX B450-F GAMING II,1216.0,False,65.0
735,Asus PRIME X570-PRO,1216.0,False,65.0
736,Gigabyte X570 AORUS MASTER,1216.0,False,65.0
737,Asus ROG Crosshair VIII Hero (WI-FI),1216.0,False,65.0
738,MSI Z390-A PRO,1216.0,False,65.0
739,Asus PRIME H410M-E,1216.0,False,65.0
740,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
741,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
742,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
743,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
744,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
745,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
746,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
747,ASRock B550M Pro4,1216.0,False,65.0
748,MSI B450M PRO-VDH MAX,1216.0,False,65.0
749,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
750,Asus PRIME A320M-K,1216.0,False,65.0
751,Gigabyte B365M DS3H,1216.0,False,65.0
752,Asus PRIME B460M-A,1216.0,False,65.0
753,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
754,Gigabyte Z490 VISION G,1216.0,False,65.0
755,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
756,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
757,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
758,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
759,ASRock B450M-HDV R4.0,1216.0,False,65.0
760,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
761,MSI B450 Gaming Plus MAX,1216.0,False,65.0
762,ASRock B560M Pro4,1216.0,False,65.0
763,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
764,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
765,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
766,Asus PRIME Z490-P,1216.0,False,65.0
767,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
768,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
769,ASRock B560M-HDV,1216.0,False,65.0
770,Asus PRIME B560-PLUS,1216.0,False,65.0
771,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
772,Gigabyte B550 VISION D-P,1216.0,False,65.0
773,MSI A320M-A PRO,1216.0,False,65.0
774,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
775,Gigabyte Z390 AORUS PRO WIFI,1216.0,False,65.0
776,MSI MEG X570 UNIFY,1216.0,False,65.0
777,ASRock B450 Pro4,1216.0,False,65.0
778,Gigabyte TRX40 AORUS XTREME,1216.0,False,65.0
779,Gigabyte B550 AORUS PRO AC,1216.0,False,65.0
780,Gigabyte B450 AORUS M,1216.0,False,65.0
781,ASRock B450M Steel Legend,1216.0,False,65.0
782,Gigabyte B560M DS3H,1216.0,False,65.0
783,ASRock A320M-HDV R4.0,1216.0,False,65.0
784,Gigabyte X570 AORUS XTREME,1216.0,False,65.0
785,MSI B450-A PRO MAX,1216.0,False,65.0
786,MSI B450 GAMING PRO CARBON MAX WIFI,1216.0,False,65.0
787,ASRock B550M-ITX/ac,1216.0,False,65.0
788,Asus ROG STRIX Z590-A GAMING WIFI,1216.0,False,65.0
789,Asus ROG STRIX B560-A GAMING WIFI,1216.0,False,65.0
790,Asus TUF GAMING B450M-PLUS II,1216.0,False,65.0
791,MSI B560M PRO-VDH WIFI,1216.0,False,65.0
792,Asus ROG Crosshair VIII Hero,1216.0,False,65.0
793,MSI MPG B550 GAMING CARBON WIFI,1216.0,False,65.0
794,NZXT N7 B550,1216.0,False,65.0
795,Asus ROG Strix X570-F Gaming,1216.0,False,65.0
796,MSI Z590-A PRO,1216.0,False,65.0
797,MSI B450 TOMAHAWK MAX II,1216.0,False,65.0
798,Asus PRIME B550M-A (WI-FI),1216.0,False,65.0
799,MSI X470 GAMING PLUS MAX,1216.0,False,65.0
800,Asus TUF GAMING X570-PLUS (WI-FI),1216.0,False,65.0
801,MSI B450 TOMAHAWK MAX,1216.0,False,65.0
802,Asus ROG STRIX B550-F GAMING (WI-FI),1216.0,False,65.0
803,MSI MAG B550 TOMAHAWK,1216.0,False,65.0
804,ASRock B450M Pro4,1216.0,False,65.0
805,MSI Z490-A PRO,1216.0,False,65.0
806,Asus ROG STRIX B550-A GAMING,1216.0,False,65.0
807,MSI B550-A PRO,1216.0,False,65.0
808,Asus ROG Strix X570-E Gaming,1216.0,False,65.0
809,Gigabyte B450M DS3H V2,1216.0,False,65.0
810,MSI MPG Z490 GAMING PLUS,1216.0,False,65.0
811,Asus ROG STRIX B450-F GAMING,1216.0,False,65.0
812,MSI B550M PRO-VDH WIFI,1216.0,False,65.0
813,MSI MAG X570 TOMAHAWK WIFI,1216.0,False,65.0
814,Asus ROG Crosshair VIII Dark Hero,1216.0,False,65.0
815,Gigabyte B460M DS3H,1216.0,False,65.0
816,MSI MPG Z490 GAMING EDGE WIFI,1216.0,False,65.0
817,Gigabyte B450 I AORUS PRO WIFI,1216.0,False,65.0
818,MSI MPG B550 GAMING EDGE WIFI,1216.0,False,65.0
819,Asus ROG STRIX Z490-E GAMING,1216.0,False,65.0
820,Asus ROG STRIX B550-F GAMING,1216.0,False,65.0
821,Asus ROG STRIX Z590-E GAMING WIFI,1216.0,False,65.0
822,Asus ROG Strix X570-I Gaming,1216.0,False,65.0
823,Asus PRIME B560M-A,1216.0,False,65.0
824,Asus ROG ZENITH II EXTREME ALPHA,1216.0,False,65.0
825,MSI MPG B550 GAMING PLUS,1216.0,False,65.0
826,Gigabyte X570 AORUS ELITE WIFI,1216.0,False,65.0
827,ASRock B450 Steel Legend,1216.0,False,65.0
828,Asus PRIME Z390-A,1216.0,False,65.0
829,Asus PRIME Z490-A,1216.0,False,65.0
830,Asus PRIME B460-PLUS,1216.0,False,65.0
831,Gigabyte B550M DS3H,1216.0,False,65.0
832,Gigabyte B450 AORUS ELITE V2,1216.0,False,65.0
833,Gigabyte B550I AORUS PRO AX,1216.0,False,65.0
834,Asus ROG STRIX B450-F GAMING II,1216.0,False,65.0
835,Asus PRIME X570-PRO,1216.0,False,65.0
836,Gigabyte X570 AORUS MASTER,1216.0,False,65.0
837,Asus ROG Crosshair VIII Hero (WI-FI),1216.0,False,65.0
838,MSI Z390-A PRO,1216.0,False,65.0
839,Asus PRIME H410M-E,1216.0,False,65.0
840,Gigabyte B450 AORUS PRO WIFI (rev. 1.0),1216.0,False,65.0
841,MSI B450M BAZOOKA MAX WIFI,1216.0,False,65.0
842,Asus ROG MAXIMUS XIII HERO,1216.0,False,65.0
843,Asus TUF Gaming Z590-PLUS WIFI,1216.0,False,65.0
844,Asus TUF GAMING B560M-PLUS WIFI,1216.0,False,65.0
845,Asus TUF GAMING X570-PRO (WI-FI),1216.0,False,65.0
846,Asus ROG STRIX B550-I GAMING,1216.0,False,65.0
847,ASRock B550M Pro4,1216.0,False,65.0
848,MSI B450M PRO-VDH MAX,1216.0,False,65.0
849,MSI MAG B550M MORTAR WIFI,1216.0,False,65.0
850,Asus PRIME A320M-K,1216.0,False,65.0
851,Gigabyte B365M DS3H,1216.0,False,65.0
852,Asus PRIME B460M-A,1216.0,False,65.0
853,Gigabyte X570 I AORUS PRO WIFI,1216.0,False,65.0
854,Gigabyte Z490 VISION G,1216.0,False,65.0
855,MSI MPG X570 GAMING EDGE WIFI,1216.0,False,65.0
856,Gigabyte B550 AORUS ELITE AX V2,1216.0,False,65.0
857,Asus ROG STRIX B550-E GAMING,1216.0,False,65.0
858,MSI B460M PRO-VDH WIFI,1216.0,False,65.0
859,ASRock B450M-HDV R4.0,1216.0,False,65.0
860,Asus TUF GAMING B550-PLUS (WI-FI),1216.0,False,65.0
861,MSI B450 Gaming Plus MAX,1216.0,False,65.0
862,ASRock B560M Pro4,1216.0,False,65.0
863,Asus TUF GAMING B550-PLUS,1216.0,False,65.0
864,Asus ROG Crosshair VIII Formula,1216.0,False,65.0
865,ASRock B550 Phantom Gaming 4,1216.0,False,65.0
866,Asus PRIME Z490-P,1216.0,False,65.0
867,MSI MPG X570 GAMING PRO CARBON WIFI,1216.0,False,65.0
868,Asus TUF GAMING B550M-PLUS (WI-FI),1216.0,False,65.0
869,ASRock B560M-HDV,1216.0,False,65.0
870,Asus PRIME B560-PLUS,1216.0,False,65.0
871,Gigabyte X570 AORUS ELITE,1216.0,False,65.0
872,Gigabyte B550 VISION D-P,1216.0,False,65.0
873,MSI A320M-A PRO,1216.0,False,65.0
874,MSI MPG X570 GAMING PLUS,1216.0,False,65.0
875,Gigabyte Z390 AORUS PRO WIFI,1216.0,False,65.0
876,MSI MEG X570 UNIFY,1216.0,False,65.0
877,ASRock B450 Pro4,1216.0,False,65.0
878,Gigabyte TRX40 AORUS XTREME,1216.0,False,65.0
879,Gigabyte B550 AORUS PRO AC,1216.0,False,65.0
880,Gigabyte B450 AORUS M,1216.0,False,65.0
881,ASRock B450M Steel Legend,1216.0,False,65.0
882,Gigabyte B560M DS3H,1216.0,False,65.0
883,ASRock A320M-HDV R4.0,1216.0,False,65.0
884,Gigabyte X570 AORUS XTREME,1216.0,False,65.0
885,MSI B450-A PRO MAX,1216.0,False,65.0
886,MSI B450 GAMING PRO CARBON MAX WIFI,1216.0,False,65.0
887,ASRock B550M-ITX/ac,1216.0,False,65.0
888,Asus ROG STRIX Z590-A GAMING WIFI,1216.0,False,65.0
889,Asus ROG STRIX B560-A GAMING WIFI,1216.0,False,65.0
890,Asus TUF GAMING B450M-PLUS II,1216.0,False,65.0
891,MSI B560M PRO-VDH WIFI,1216.0,False,65.0
892,Asus ROG Crosshair VIII Hero,1216.0,False,65.0
893,MSI MPG B550 GAMING CARBON WIFI,1216.0,False,65.0
894,NZXT N7 B550,1216.0,False,65.0
895,Asus ROG Strix X570-F Gaming,1216.0,False,65.0
896,MSI Z590-A PRO,1216.0,False,65.0
897,MSI B450 TOMAHAWK MAX II,1216.0,False,65.0
898,Asus PRIME B550M-A (WI-FI),1216.0,False,65.0
899,MSI X470 GAMING PLUS MAX,1216.0,False,65.0
